id	filename	md5	size	state
01c5c0c0-bfd3-43aa-8f36-0de84e21138f	ddb9080a-bdf3-412b-8a31-47e9cbd7e75a_gdc_realn_rehead.bam	06d2e4f82764dceafcbfc5f88e9e3050	6674003942	live
039926ba-28dd-40b5-9567-d1186de37de5	99238af2-de29-4958-b585-d4cdbecd3d44_gdc_realn_rehead.bam	4d3a396f6877981304dc73614ee55ced	15047181627	live
04c851fd-153b-4707-8f67-0aa6cc82eaa5	cd9feeb7-2a7f-498a-b1fa-4eb5ef6c12c1_gdc_realn_rehead.bam	b3a13c058cd218661420917f0e003321	8519635518	live
060ece5e-6a9f-4146-869f-153e5ef7dbcd	d3c67dd1-e47d-4990-a903-e9be05fda924_gdc_realn_rehead.bam	7d49307971f55689300d06f649ed99cb	2824560066	live
061b61c4-5f4b-4c1c-95a4-0c757e04f506	493eb9ea-5309-4e5e-9324-82dc5af2cc89_gdc_realn_rehead.bam	6d3d1ddc0830d08cf56c939b59e1f649	6870866169	live
06ed2ad9-5fbb-4401-8d1e-ed2d3814d7eb	ce8ecc27-c380-4a2e-b6dc-6b263763a88a_gdc_realn_rehead.bam	3d443e882845e08ae828828d73be08ef	1522592596	live
078fec17-48c9-4d5e-9a05-405fe449f951	554ec247-ca9f-4efc-b76b-38bec82238b3_gdc_realn_rehead.bam	1529d18decac69b9671c221d61a42aeb	2707263592	live
089f5b8c-dc0a-448b-9a60-484f9c9a4659	427699e0-0350-4178-bbb5-7a1eb7cf4c48_gdc_realn_rehead.bam	2966e77071f6195c2613c96858486b6a	2938259540	live
091b9af1-ea47-4cdc-9212-b5d75f47a549	3e1ed874-0a3a-4904-8627-0b3c6c8c5e97_gdc_realn_rehead.bam	00a94282f3ab2a36823f379c2579a60c	8127802574	live
093debe6-dbc1-4890-8438-b7903bee173d	64fc6935-8362-41d3-a141-523dd3900648_gdc_realn_rehead.bam	4f0d816578dc4cdab5aa2ecfcb49c5e8	4350989501	live
0c0ce802-2105-4444-9c31-c74788b04611	37512470-50c1-493e-bdec-d4b7f3ac11d5_gdc_realn_rehead.bam	bc915ba6f02d3bfab235104ea2d814ff	1879749140	live
10538428-e86a-4061-826b-4d84d42128d9	8e851667-a118-4489-b1c0-250ddaa59eb2_gdc_realn_rehead.bam	29b2e5ec698ee049bb6afc9fe058e413	2766741119	live
119b17ed-2483-44d3-b718-b7c04b290be2	23d62a07-80f5-4769-97c9-fd8845cb7504_gdc_realn_rehead.bam	2b8de5f214cc0872416fdc7b2aeb39d5	14044341460	live
16192934-7f79-455b-b09c-aa5b84742f6f	be9efccd-e80f-4804-8298-e2aa22c88e52_gdc_realn_rehead.bam	ed3e9da40f7387ce4e50e08736d87a25	1650754751	live
168c6af9-ea75-43d3-be75-ca9e00f674df	3a55a494-28cc-46e6-be8b-ff207c1dc7df_gdc_realn_rehead.bam	9ce57754df3819aace69112a13ddef62	9429016147	live
186917bb-ac60-4e58-98c1-e6067f112966	44a77030-b2cd-4178-9a7d-13160dcc4385_gdc_realn_rehead.bam	cbab5f792e81a36b5646e7b5d6a4db7a	10503705333	live
19dd3778-6ca2-40ce-b51a-bde1ad9efcd4	9c0c4013-f268-433a-ab36-becd7c973fc3_gdc_realn_rehead.bam	7d6d62a21e44797626bbbf742a3d8f80	10462053985	live
1c491437-900d-4a9b-88d0-7668ee41f052	e43b8bda-e477-4618-9172-4516433db76f_gdc_realn_rehead.bam	29b1b26a0aa0ffa535214dbf077d15c6	9904334091	live
1de5a7b3-400c-42a2-bdc5-b548f0c3d911	de78c570-4979-45d7-a649-c4d915f8f1aa_gdc_realn_rehead.bam	3eb6fbfe57ac92f69ef0db2c3c4bb6fc	2359200886	live
1e0b394c-c713-4563-851d-ff06d3b21648	c7778798-1e41-4001-bac5-2ae20c05aeaa_gdc_realn_rehead.bam	e56a9646f4157e782d51c01f6c33e84a	9146408146	live
2141cb70-d858-44e4-bbc7-ab0aa50e5218	2511a151-5ff8-42dd-964c-49c5390da720_gdc_realn_rehead.bam	923cd2d36cc25e40fa2c4abcef1cab8d	4683014564	live
21d5d6ba-5ea4-40d9-a867-130ae5336490	979f6fc5-823a-4464-8e8b-1f43f8fde6c9_gdc_realn_rehead.bam	eaac3bb2a0a26d368e28ff3530aa024a	7844182741	live
2274820c-57f2-4b75-9add-95d4587650da	de6476f0-f3e7-4de6-9c3b-189932cbade4_gdc_realn_rehead.bam	dd7a7882fdee2f6d581e55517ece69e7	1766212976	live
2341bc87-50c7-4fcf-a721-abc8744aaf1b	cccefb79-0e9e-43be-a760-7e794b2a7fa2_gdc_realn_rehead.bam	38e155a1badd28fe6a695cd949dd9861	900566644	live
244f21fd-129d-4707-8cf4-0a1745ecebbb	d36683cd-a546-4eba-a248-26d3845be5de_gdc_realn_rehead.bam	c7ad3342440d9cdd659a69e1a8e895cc	1824960991	live
24dafdc4-52e0-4cd1-83a5-2ac04afc7a38	bfa60531-9b4e-408a-a48c-99b3d8d86c17_gdc_realn_rehead.bam	c0585b0c7aab2a06da5fbcd1f817261c	1896006816	live
2844f55e-41d5-4588-8b09-52d497c597bb	c368b24a-59cd-4e51-a493-d885c3014c52_gdc_realn_rehead.bam	424c4d387d087d50b1e791e3447a9de3	1275016569	live
2ab84a5c-4c77-479c-8a3a-15f292e7f85b	8c8f4902-eb40-418c-8e52-82e74272356a_gdc_realn_rehead.bam	64c131869bfcc347a05a33e681d89d05	9671374339	live
2bf39125-80ee-4c34-be99-92e0bda2ac38	95874ff8-e812-4910-9c37-1bd833da1cf1_gdc_realn_rehead.bam	e4ba8c6c8fc0e28b5e310c31de6527e0	6736326165	live
2c4e832a-7fe0-40d6-95fc-910a409f15ce	8fcff146-0291-499a-a774-efeb38847874_gdc_realn_rehead.bam	e1f23a6e4ef5f4d9c822003792293eef	1811469236	live
2c9301be-9633-413f-97e4-17c11c9cd45d	fd8b8b14-ee97-46dc-8eda-a77afdf5fe8d_gdc_realn_rehead.bam	6402b0bf050e844b76e8c367d0be7b1b	7758676891	live
2d8a4267-969c-4a3a-bd89-c3ce0b9a6cf2	18829cf6-088a-4c43-9297-e022d03bfa6b_gdc_realn_rehead.bam	0d1a9e7d4bdd35657a7224aae8477030	5251334799	live
2dbd9557-f3e2-4384-b54c-be1e02009b50	5a80595a-5f08-4b25-95ba-81fa7c5ec0b5_gdc_realn_rehead.bam	32edf88d96c3509bb79e08a9f595b972	2347656484	live
2fb18d77-8b41-4c3a-9359-d1894466351a	4fc597dc-8553-4bc2-b066-3f567f1978a1_gdc_realn_rehead.bam	39eba29aba2e57b34a071189ae0eb0da	7724720318	live
31b2515c-5d2a-478d-bc2d-9fc139ec2520	c32e959a-dd17-4912-96eb-d34671709236_gdc_realn_rehead.bam	0e8a533f3be05124806cb688e878a35d	8426264302	live
31dadbd1-e5d9-4248-a61e-e399ef944106	b333d4db-a14a-4b88-89d0-b5d77be307bf_gdc_realn_rehead.bam	4b5b666e38246207e88e5e931662284e	5868290364	live
33b941a9-a916-410d-9507-51f4599decab	23406c10-b751-4552-8599-e040269848ae_gdc_realn_rehead.bam	189a77e1e2fba0abf95fb28e091214b4	7063380597	live
34692553-cc9e-454e-a003-85618f12e15b	3087fe27-3c36-48a0-b65c-78d43f02dd16_gdc_realn_rehead.bam	4d93f5cd0e2c107ff2bdcea376d857c8	1267000984	live
34d812f9-20d4-4abe-96d7-9890e7777246	198eadc4-7edb-44ae-a581-11bf7c0a6a6f_gdc_realn_rehead.bam	3d6361a79fc5632d3af77541a2a67199	6932338514	live
3943514e-52e0-45f0-9af7-935c795c4661	7ae4b178-6c99-4280-a779-e6d52ae4d03d_gdc_realn_rehead.bam	5f56df55a260b3080ed42086de164a88	2931381122	live
397f6726-1b1a-43c8-a021-6764588728f9	fea116e8-9bd5-42bd-8bc6-cc1cc1a4fc21_gdc_realn_rehead.bam	4b9e8a981bed80132c6b73bf3b179139	3269927047	live
3c0e5d60-4dd9-437b-834f-536208a0fb1d	f855087f-3205-4317-810e-3c600f1c1c6d_gdc_realn_rehead.bam	fc7c40a94366050525b1fd987a8ed919	2085078404	live
3c611acf-a120-4dd1-b213-dd9b938d2ab4	0fdca1ac-479b-4689-a6f9-1745d337d468_gdc_realn_rehead.bam	bbd4b781b105bd4375c35e6a360906a3	11424591235	live
3d70ba05-81f9-4b1a-85b0-ead0fcbd56f3	45cf2f30-b21c-4670-b32e-cc21cfdb95f3_gdc_realn_rehead.bam	55d7f7a1b359b04bc1dd2881cb357e70	2243764084	live
41785c09-4489-40c9-bbee-1c968809a3cf	729053d1-1f21-4b9f-bb85-c267a42c5862_gdc_realn_rehead.bam	53002c4ac7e1c7ec9d2fa8935bfa4e1d	5295596100	live
42e42589-4c6d-4f74-99ad-5ac589a52cf4	c720f939-1f8c-459a-9b9f-8bb27642070a_gdc_realn_rehead.bam	86c9e1e0f57c3ec0abf2a6eefa7ac2ec	4883987951	live
46c7b417-abea-4dae-9202-e1edbea58666	43b4dd34-13ee-4a89-b280-1eaff1ff216c_gdc_realn_rehead.bam	f6af00df9b9354321792cd9d78dca4f5	6732659921	live
47b33bbd-e905-44ac-b0f3-c9ad6e0d4a32	42b1336e-bef9-4708-a5d2-4eeb81208742_gdc_realn_rehead.bam	6afdcf934cd1344e56e117ba284d38c8	1542508622	live
48af840d-b28f-4775-8f61-cf2b13aac463	2699c153-933e-4d45-8d0d-04bb4b6a5194_gdc_realn_rehead.bam	b3b66761fb4b1ea5a96780f39f1d5f4a	6270038238	live
492d4cc5-caf0-42ff-95f7-05d4fbbcc6c1	5cacc8ff-a046-4dbe-9a18-c0f964bd8c39_gdc_realn_rehead.bam	2ac3235433a0a004d1e76a860dad10f1	8622289175	live
4b2bacde-02fa-4edf-bbff-a1fc8b864bac	b22288af-a70e-4aad-9016-f7cf0440c04c_gdc_realn_rehead.bam	f537ceada95665e4f97e2db4e9fcde04	1727114662	live
4de88051-0d80-419d-ae7d-89dcce5f6baa	678b82f0-66bc-44b0-8cec-de47cd747df8_gdc_realn_rehead.bam	789f1499f61a2e0f689f103aaeff5d1c	7249569145	live
4fcd18dd-13c5-4809-85c3-803fb1fe6a74	60613ca4-27f9-4578-a265-09b089027d8d_gdc_realn_rehead.bam	cc26cf47a0fb3520f1806982c110a66b	9128853028	live
53a795d9-cf28-4d5e-9d2a-c1fed7a7f6e7	bf945e32-df9a-465e-9f9a-46f48ea23dff_gdc_realn_rehead.bam	a8b526235fd53142827fbabac26ac329	2266343654	live
54a61d82-2052-4651-8b17-e035fd09bc4c	514b5e7c-4f24-443b-bcf8-062acc866655_gdc_realn_rehead.bam	930845c424ba0fb4b5ea803e28dd43af	8529523803	live
558806f7-1484-4436-8743-1575110e2a2f	2d204887-0353-458c-85af-6e735c6e83db_gdc_realn_rehead.bam	65df8b996b15fcfae5b8d07b111659d9	6040482007	live
55969965-7cdc-4487-b55b-4e1972c9f6a0	8c5a8c49-186c-442f-b531-cc4e70fc1079_gdc_realn_rehead.bam	bab91305a0ffd4aca07de74ed9742d0c	9601797269	live
56b9726a-a4e6-4976-97ec-015505c7b21e	5a7b2eaf-08e7-4df9-b2cc-f9aa3352216e_gdc_realn_rehead.bam	4ad623f1508001919e6f5cdeb32c7c64	6987727924	live
57eb4718-3ccd-47b5-b4d2-ba37595e946a	e0e3a823-f861-4568-b967-e57bdd6ea05d_gdc_realn_rehead.bam	5c248e73b8a5a721bfc4b928c2955a06	8155528810	live
57f3e647-cb7b-4ec0-99ec-fe5f0ff4049d	640de8eb-ede4-4306-b478-cd99461dcd8b_gdc_realn_rehead.bam	6a3db919b51f77d1f8b29a44e7013926	7443772391	live
58bc1f92-80bf-4b09-b489-984cd0144548	f846cd96-7f2b-475d-9303-9bc143dee24a_gdc_realn_rehead.bam	74cb17bc01108c699b192bf03fad4c93	5030666617	live
5db545ee-6ccb-4614-a9d5-917e9a5f59d1	4d148881-32b5-4195-91b2-0c422da4d826_gdc_realn_rehead.bam	bc11d79a6144a9ce1d133b02b2ff716c	9195592014	live
5dc04169-23ac-47cd-9010-76f28f1ab0f8	f146a1ff-e22d-4090-8937-5d679ee89272_gdc_realn_rehead.bam	438321a3d1795b6e7fe66d4d0fd3dd8a	6510014558	live
5ea30390-88f8-4abf-8f44-f0648436a0df	d58bcd47-104b-4db5-b22f-59ca422fa8a7_gdc_realn_rehead.bam	d5f1345fb4dbe85747fe1a1de16d3da5	8736194917	live
619f0e76-92e5-4a03-a4c9-a12abee4bbdc	803b820c-e7b7-46d7-9667-394b5e31176a_gdc_realn_rehead.bam	03a310db5990a0a09e8e99ca71662ad0	9909340605	live
62f3e7ca-2abb-4c4f-ac49-b9e01f2be728	e4dfc040-1ada-48ae-b229-397bc3f8d2a9_gdc_realn_rehead.bam	2bd0eecb242420d2ea428c1cd649edf1	9947945189	live
6491c24d-93a1-42e4-8317-4999aaa264b8	7c71c062-49f9-4613-9253-dbfe9353502d_gdc_realn_rehead.bam	de4cba16667f0eb1dd6396d3b55b2c19	1378657805	live
