id	filename	md5	size	state
663dbacb-27d2-4f8f-9704-e0e1115df17a	599d85dd-13bb-4b57-818a-6cf30baa28f6_gdc_realn_rehead.bam	f9cbf6a4d197c3116573f6a0285004e8	6014210862	live
6be318a8-5b6a-4387-83e5-e04150bd4f99	39c52a1e-5729-4a97-8aa4-afb25beeb14f_gdc_realn_rehead.bam	6b9beedf0789d468e90314781dffd0ba	2736843901	live
6e58c563-2bd3-4126-990a-f44e9abaa55b	74b5333b-571a-48c5-83ef-f6177a51c3f8_gdc_realn_rehead.bam	89d260656c370f690c48271b26b83c73	10040797445	live
7308bb8a-7006-4982-b11d-5471a0e9bab6	f72356f4-fab9-4dfb-b92c-27628d241a0e_gdc_realn_rehead.bam	ac6f1537db4a5a06e143d15cf6820db3	2211999440	live
73715275-7798-4bfa-b916-d52642b8d83d	4d4da0e4-c3cf-4fc8-9399-f40e4591eeca_gdc_realn_rehead.bam	307fb0089949b082bd79b1821592acbe	6171670712	live
76083065-80bd-4549-a157-27eac51b4ca2	57a094ea-70d5-488a-b48c-053b66387bd8_gdc_realn_rehead.bam	79a1222a19dde3956850f77a4e909982	2632442010	live
76d40084-e28b-4420-82e3-7de888f3ecb5	630ad2cc-1ed4-41e6-8968-ef473ad82dd0_gdc_realn_rehead.bam	dfe021255c466989065c5ffc1764d6b0	7213376749	live
78607a48-54ab-45d3-8b3f-3b001de54b32	24d28246-0877-4b28-ab40-f1a12335db15_gdc_realn_rehead.bam	863be83c1d6d62931e80eab2ebedfaf0	1870498626	live
7a7e8f81-f0fb-497c-85b3-80a2c805b456	0d5305e3-955e-4f28-acaa-e8b105cc7854_gdc_realn_rehead.bam	aedc2459559deb190c73035a45185e18	7553097004	live
7ad783d3-3f3e-44f5-936c-43575fc7f607	c403b2cb-d8cf-4f1d-90f9-ef305f9faa5b_gdc_realn_rehead.bam	8b4cf7ce6adab4d902d71d459eb25e51	7855384927	live
7c60cbcb-5511-48ee-9fb2-82d679ca972c	ab236896-80dd-455a-9150-47ba3aaa2f6b_gdc_realn_rehead.bam	578f7a5a235b2dba9cd98c99246d1adc	2111827293	live
7f8fad9c-f810-4e5d-9fe5-3169c04c877e	4ea8c38f-920b-4bd9-bfe7-40c236b4b58e_gdc_realn_rehead.bam	0817085ea08b8ee3f0630468cb80695c	8684766980	live
8357059a-69ee-4d96-90eb-4c0952f2740d	fbe28ae2-e7df-4f14-b20e-9ed583772a22_gdc_realn_rehead.bam	8b434b0992f477fe9ccb5192d9fd92a2	2376876737	live
8468a033-502f-4085-a7f4-de4c1922b2fa	f68f332d-7d4d-4ba4-9137-34e7427c640f_gdc_realn_rehead.bam	9e1402e9e7708c363b96b69f9b6fd01e	6204428604	live
86b72e80-9135-4951-b5b3-1e10bccc7412	7548c444-00a4-43ee-a18b-bddaf6e46b53_gdc_realn_rehead.bam	de4550d8670834be852e8f4867c02d79	9111667935	live
879612ea-690f-4bc6-97e5-01046a2b46e6	84ac294f-a9e3-4245-a4d3-6e58ca75cfca_gdc_realn_rehead.bam	93545f63b5a2982c3892525ec1b95c2e	6479574103	live
8f46e5b1-5d62-46f9-9166-5e4a4646a5bd	23b20193-1eb7-4b46-9ae8-ee229cd4c9a6_gdc_realn_rehead.bam	cf1220609661408c9b71b680ec0e78a6	6209153358	live
8ff632af-e89d-4f9a-a3fa-9db3b5df6a05	99d69dc1-ba41-44fc-946c-301181af46e5_gdc_realn_rehead.bam	b2adc307e5fb80a914b31062fb96bb61	1529989226	live
93296653-714a-4064-952d-7da92a46857f	1dbbd930-f856-4a39-8d42-92ee2edf21ee_gdc_realn_rehead.bam	f31ee5d7048b9a1afb022ab464fc0de0	9119393217	live
945c6670-9e72-4e85-b391-15d6f72f6e09	815fdf66-efcc-46ba-8a5e-7e2467222e9e_gdc_realn_rehead.bam	12b4168b2eee76823fcd889eaba0782b	8754913121	live
95017234-5c63-4027-967b-d8071719b490	4cd95d89-65d7-4285-b02d-8ea9db0d7227_gdc_realn_rehead.bam	be703c098031616bb95397aa9b0858c0	6209184859	live
95c3c16e-9110-441a-b2dd-186e2fb5fb04	eee7be29-975a-44ed-b10b-2e8e9e49f370_gdc_realn_rehead.bam	3a390f98160c91492a357538451fae45	2799648649	live
95ffede8-754c-4976-950b-80aa20246b2c	9ce65391-0a43-4d49-8f2e-94c766902798_gdc_realn_rehead.bam	2012592d19be8e9a53d21b7727abe255	1786810072	live
9689b56e-3b60-4c81-89d0-3b99ae5cacd8	2e36963d-cf99-467e-a9c0-5a93fd2a704a_gdc_realn_rehead.bam	b7a0d40b4fc33f6790810c98602fe88f	8185051895	live
98213442-a5dd-41a9-9518-993584977b5d	755e789a-d0ee-4d63-800f-ea0e62d3b0a1_gdc_realn_rehead.bam	ead46b9e7e8e00e0ee0b667ab2ad0dc5	8789335506	live
9a27ecb6-4d6b-4b5f-ac24-7da3b67b55cd	b033283d-1c5b-4ef6-8b4b-b367efec2680_gdc_realn_rehead.bam	1541d3f6a6d5d6bd326a18cc27392695	474591659	live
9a2bfae6-4e26-4779-8139-f9599818d272	39a45fdc-a702-47d0-8655-9547700a5950_gdc_realn_rehead.bam	e4371d35b178cd503c173376a714c14e	1734400546	live
9d21e645-34a1-49ea-8fa0-51aff9d1ec7f	39341815-01f6-4afe-9c49-1b09002366a9_gdc_realn_rehead.bam	13b1ad5c8046a1e4ceecd2036d60ff23	17312584457	live
a1a5218d-7aef-4fbe-b32b-811c82b5a9d7	5877036d-d27b-4f11-95a6-57fb44affd66_gdc_realn_rehead.bam	65684aad97641511344fda7b21ff1f1d	4241666175	live
a70e9c48-e879-406c-89fe-d951f93416db	156dac05-7330-44be-8492-4f66f97b6d7c_gdc_realn_rehead.bam	87528e2290d2a82f1b41dfa22003ab21	8771740673	live
a7bd9600-93ca-4090-bee6-902e05adb2a8	aed2770a-9e36-4126-9cfa-e6cdf401dd64_gdc_realn_rehead.bam	f9e2ef66f56dd296333372b1e49ffea9	8924500064	live
aa809451-5906-41f5-bb0d-0466ed72b0b4	3295dde5-ea56-424e-a0d0-ff46c7d1d15f_gdc_realn_rehead.bam	17012e7d2047da9f8a974e2e40f79685	9075572316	live
ab2ba7fb-1368-4116-9e09-554427468de1	95725919-79dd-4c24-9124-695c39396c87_gdc_realn_rehead.bam	841028c5039e7c9ee5c06dcfa05fa79e	477931618	live
ab3c24d0-3b2a-41b7-a1f5-f124d51a95a4	5bbada80-a363-4de3-bd7b-b562d8804dcd_gdc_realn_rehead.bam	cf5ada30fc6328bbe5f390dc593b5728	7971336309	live
abc5cedc-0d14-4d9c-abca-aa2fbcf8b194	922d191c-e078-4e8b-be8a-3bbede0aeefb_gdc_realn_rehead.bam	c6117a93a8ad463740bc039f74514ffb	10825150698	live
acca3d70-03ef-40da-84dc-07fccb019e7e	1731196b-c2cc-48c7-b935-bcd984a9dfa1_gdc_realn_rehead.bam	869fdc8c502b6ce3e1c0d86ca3c7679e	2245877569	live
ad23ca07-f4e4-4633-baef-b8452aaf4c78	d6c1fe8d-7109-4a8b-977b-054897ae7768_gdc_realn_rehead.bam	144e78a5bb15e6b052d75d58ce8f6e3c	1704978151	live
afe6dd5c-a32e-4ba8-a9b5-154b27a9513b	f689d486-2605-4110-946e-4b8831aa2f3d_gdc_realn_rehead.bam	54dfad193a8869ffabde9d28ee1ac18f	5272623476	live
b06ba18a-887c-4e44-bb1f-3e7e33ec0e3a	e1c69f79-6cd2-4a7a-a71a-cf1815e4d036_gdc_realn_rehead.bam	a0f39e91e2c055a9c74d128728644b34	4222947634	live
b1c1469d-afe1-422b-89ee-9d4a255cd23b	b624362c-0284-42db-9731-7e9f90f6272c_gdc_realn_rehead.bam	a54efffa51e7e6dbf487b3edd7ff8e49	6077809668	live
b1e3451e-d125-4d8f-b745-11c842d684bd	74cf2a71-0662-43b3-b05d-37071c21bbea_gdc_realn_rehead.bam	732f9a6504d5c4061b75bfa79987ddf7	2674249191	live
b22d685f-f23b-4f9e-802e-9615d6ed5484	566e7603-8b68-4d8a-b4a9-b25f4e9e37a3_gdc_realn_rehead.bam	7620ec6e0955e2a42a75b05293c3799a	9432348047	live
b5265ada-2e88-40a4-95dc-71c7ae267377	848a78b7-20da-4d8b-95e1-5a438ef93522_gdc_realn_rehead.bam	d95dd37d016a405f3729516b03a2f9cf	12740636098	live
b5924714-357a-483a-b72d-0dfb0af536cc	839af446-6db3-4ee6-9c9d-c708fae01bba_gdc_realn_rehead.bam	e56f7a47c70f950d4dae61a908e0b391	1849576975	live
b6e908ee-def3-4d88-b986-2bcb0e8a8c57	ebf6b4e0-5be1-4309-92a7-2428a6d54eba_gdc_realn_rehead.bam	4183264addba33509fa9f63a7a687e7d	10688771375	live
b7b46e6b-dbe6-4510-8faa-9df4c51955a5	d41e9605-a2d6-4abb-ab39-57a07a6272ad_gdc_realn_rehead.bam	3891c4071d583952249566b5f6642a92	6268074690	live
b7c4c2a7-78f9-40e5-817d-33ebee30bb72	6ac75a85-45ce-46b6-9291-87139a25f13b_gdc_realn_rehead.bam	0937b5c24213331cb7c9d4f2d1255ca7	11700625029	live
b80f2f67-842c-4b6d-9b8c-936c6f03ac96	e703baa5-7a27-40a5-a212-316217a372b0_gdc_realn_rehead.bam	36fda130690c6c53437108f49116186c	4577871945	live
b9db52ca-bb44-4715-85a7-d31472e48611	568be427-8003-4aa7-a0d9-5c1d5aa31da4_gdc_realn_rehead.bam	08715b0bd8ff6a61deb9e32cc14628fa	10794056320	live
bbe188d5-0d08-4e36-a3c2-1f4d92fee029	ef5ffe5c-923d-4bba-a709-e875ab6fb029_gdc_realn_rehead.bam	28379a485bba9c57eb49651d581f0e6d	7834968304	live
bd948e10-9cd0-4034-b96b-eb0839feaaf8	28ee083b-026d-4567-a21f-c64eb7b4ccdf_gdc_realn_rehead.bam	bbd3c31d68610eb67af3d6fb3e1c80dd	8419458011	live
bf18b4eb-ff17-4632-a0ca-9a1c0f002156	f36571b4-f963-49ba-a6d1-203438b8c303_gdc_realn_rehead.bam	24dc7beff9ffaeb013c9ae01a516aca0	8617168311	live
c0717ac8-496c-4603-908b-71964e1bc9b3	ffbb127b-a94d-4344-86d9-4c179e405968_gdc_realn_rehead.bam	d6d31d2be600a758599cfa288394d83e	8777160561	live
c1c3ed06-d423-46bf-8b43-77f7817c59bd	9ed21c0d-534b-4cb3-ae43-76493e097644_gdc_realn_rehead.bam	c9c78632a65ad4c40458010a89476c89	5791731399	live
c2f9708c-4f00-4d54-9df4-ef38aa14fb4f	39bee428-0e4b-4ecd-83a3-2a86d7f3ab1c_gdc_realn_rehead.bam	fa5db799c85104cbd9f0e04e9e20a69b	5803770303	live
c4eab08a-4001-49fa-a818-3484ac8ba56d	44bd4ae2-fcfa-46d6-a849-20968bfa89ee_gdc_realn_rehead.bam	c84840a62d25fd7e8ecfc951283e64ce	1450166059	live
c5babf4a-8473-4ebc-bdf4-9e4f5a13a902	5851e9d7-e69e-465f-a5ec-1d244bad1371_gdc_realn_rehead.bam	9010fc5c553c3962a37f858e5cf28c8c	6367262077	live
c8ca5a21-07d0-4641-b115-89f3472f7bca	d6ab00a5-f1a2-4ac6-b1c3-af2dec6c70a0_gdc_realn_rehead.bam	e71cb83232dde02f0caeecb6bd87b32e	7596775874	live
c979a1db-6612-49a1-b3f5-881241caec5d	efca7bef-a58f-4c9c-8cb2-eb5b6820b328_gdc_realn_rehead.bam	96b81c387557151a31b08ad985780f2a	2513938851	live
ce91a0fd-da20-44a7-a8c6-93b89fa1f6d9	e6c4dfec-af88-4a14-8a66-5f01b9949f65_gdc_realn_rehead.bam	6621362fbe8c856958b0a390e11c758f	2258180331	live
d6c587a2-3c08-4e70-9a21-cb3ed9088e9a	3d0604f5-e69b-47c5-9d93-bec16d33d23e_gdc_realn_rehead.bam	7409c1f0487abe35c817a02b9d72c15b	2347276136	live
d6cd2e4b-02a2-46d8-aead-2d2330f3d9b7	09a406e9-3bca-408e-b334-c7123688633a_gdc_realn_rehead.bam	4b687715e6c10d5c0bb4da4b22c3a6e0	6335686926	live
d7005e5f-cb41-4fa3-ad14-baab9419a7d2	3c79881d-ab26-4c89-953a-e57049a26b9c_gdc_realn_rehead.bam	19a496a2af865a620fdaa2ebafac42b1	5877396084	live
d7f7a9b5-bb8a-47a7-8b30-66042e448446	0f8784c1-5d17-41ce-9d28-be79635487c3_gdc_realn_rehead.bam	4c4a129a6ffe087d3073c12c2e3f84f7	3505424167	live
d9857359-e656-4ca7-b6e8-f779d20b1231	8f08aa0a-ce8d-41e2-81d1-bd2e76d57c17_gdc_realn_rehead.bam	435daddbedb4e817e2ad020eeb60acdb	7406112325	live
d9ecc507-020c-4ae6-866e-b392b908d028	d74fb8d0-c225-4101-ae80-6edb077137cc_gdc_realn_rehead.bam	48b5c1cf7c2685ad15da9c1e55e090e8	1731556147	live
dfbba5cc-e927-4626-aa07-ade606767354	e84d2134-d70b-4080-84c5-56d9ca1a1523_gdc_realn_rehead.bam	fc48a2dc7eec3dfbcf3d1cb03da15dc8	11313275082	live
e295108a-71d8-400e-9f31-e6a3efafc790	cd95eba4-01f3-4161-ae8a-3d6e45c28082_gdc_realn_rehead.bam	97840e3682d985429119a49855acc3c0	2524820316	live
e3241322-978d-4a95-872a-5ce967b2aba6	b6bc54af-770e-460b-bd54-f1691843c429_gdc_realn_rehead.bam	e5f7562c2f31d724039a8ea085d88016	6651119457	live
e3c93620-749c-44e4-a92a-0760c29e905e	3e446a4a-31a4-44fd-aff8-9c82d08f9d8c_gdc_realn_rehead.bam	c03ac6371ab63e431e0bfac9458594a3	5860024760	live
e7db975a-8f64-49fd-a68c-5f6ab3690b1a	0f8facf1-341f-49ae-b52d-7bcba989191e_gdc_realn_rehead.bam	f26cd95d23cbe4e069815a421b146eb0	7885480002	live
e8991548-d285-4236-bb3a-d9109deae7d1	9243d688-6079-400d-8286-31f9e1e5c47a_gdc_realn_rehead.bam	2162dbb42381fb3f2970d551ef822c0f	10828225687	live
e9cb7ecd-24e2-4112-b495-de16ce4011d6	f9e32384-f168-44e8-9688-2528a1576faf_gdc_realn_rehead.bam	a252b2958ef606c1653812b4745c1cba	7650304833	live
ea4d5db7-d421-4b92-a9fb-5ed74565e85c	8f828ddc-e0b1-4bed-9c4f-53cd5163d555_gdc_realn_rehead.bam	288b5b7b8d7179949e676ddd22c038dd	5673433934	live
ec1f97e1-e296-42ff-bd83-c98e3d64a217	b51d6a59-0b4a-4863-8762-090031d36469_gdc_realn_rehead.bam	82317e783f1ee72078931f473aac2dab	7672073127	live
ed77b3cf-a543-439f-8e11-7c1fb9efb157	006cb4e4-cb57-4b4f-98ed-475fa7f7f74d_gdc_realn_rehead.bam	4bc047596ce93581d0e1fbe9032539cd	7791619897	live
